DIRECTION	COURSE_ID	START / GOAL	SOLUTION_ATTEMPT	LEVEL	PARAMETERS NOT SPLIT	TOTAL TIME (SECONDS)	PROBLEM	OVERALL INTERACITON #	TIME IN SECONDS	PRE_STATE	PRE_CONDITION	POST_CONDITION	ADDED EDGE	POST_STATE	ERROR	GOAL	ACTION	START TIME	END TIME	SERVER TIME	STUDENT_ID
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/~W	38	5	7478	38	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	Z&~W	~W	"Z&~W->~W,"	"Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	SIMP	Sun Oct 11 15:45:01 EDT 2009	Sun Oct 11 15:45:01 EDT 2009	Sun Oct 11 15:45:39 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Wv(T>S),~W/T>S"	45	5	7479	7	"Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	"Wv(T>S),~W"	T>S	"Wv(T>S)->T>S,~W->T>S,"	"T>S,Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	DS	Sun Oct 11 15:45:01 EDT 2009	Sun Oct 11 15:45:39 EDT 2009	Sun Oct 11 15:45:46 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/Z	81	5	7480	36	"T>S,Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	Z&~W	Z	"Z&~W->Z,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	SIMP	Sun Oct 11 15:45:02 EDT 2009	Sun Oct 11 15:45:47 EDT 2009	Sun Oct 11 15:46:23 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Z>(~Y>X),Z/~Y>X"	90	5	7481	9	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	"Z>(~Y>X),Z"	~Y>X	"Z>(~Y>X)->~Y>X,Z->~Y>X,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	MP	Sun Oct 11 15:45:02 EDT 2009	Sun Oct 11 15:46:23 EDT 2009	Sun Oct 11 15:46:32 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"T>S,~Y>X/(T>S)&(~Y>X)"	122	5	7482	31	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"T>S,~Y>X"	(T>S)&(~Y>X)	"T>S->(T>S)&(~Y>X),~Y>X->(T>S)&(~Y>X),"	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CONJ	Sun Oct 11 15:45:03 EDT 2009	Sun Oct 11 15:46:34 EDT 2009	Sun Oct 11 15:47:05 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(T>S)&(~Y>X),~YvT/"	148	5	7483	26	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(T>S)&(~Y>X),~YvT/"	CD-ERROR		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	19	0	CD	Sun Oct 11 15:45:03 EDT 2009	Sun Oct 11 15:47:05 EDT 2009	Sun Oct 11 15:47:31 EDT 2009	7.67E+17
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(p>X)&(r>S),pvr/XvS"	157	5	7485	2	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	XvS	"(p>X)&(r>S),pvr"	"XvS->(p>X)&(r>S),pvr,"	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(r>S),pvr,XvS"	0	0	CD	Sun Oct 11 15:45:04 EDT 2009	Sun Oct 11 15:47:39 EDT 2009	Sun Oct 11 15:47:41 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(p>X)&(~Y>S),pv~Y/XvS"	195	5	7486	37	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(r>S),pvr,XvS"	XvS	"(p>X)&(~Y>S),pv~Y"		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	0	0	INST	Sun Oct 11 15:45:05 EDT 2009	Sun Oct 11 15:47:43 EDT 2009	Sun Oct 11 15:48:20 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1		207	5	7487	12	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"				"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	0	0	INST	Sun Oct 11 15:45:05 EDT 2009	Sun Oct 11 15:48:20 EDT 2009	Sun Oct 11 15:48:32 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	(p>X)&(~Y>S)	214	5	7488	6	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"				"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	0	0	INST	Sun Oct 11 15:45:05 EDT 2009	Sun Oct 11 15:48:33 EDT 2009	Sun Oct 11 15:48:39 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	pv~Y	214	5	7489	0	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"				"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	0	0	INST	Sun Oct 11 15:45:06 EDT 2009	Sun Oct 11 15:48:40 EDT 2009	Sun Oct 11 15:48:40 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	XvS	219	5	7490	4	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"				"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	0	0	INST	Sun Oct 11 15:45:06 EDT 2009	Sun Oct 11 15:48:41 EDT 2009	Sun Oct 11 15:48:45 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(p>X)&(r>S),pvr/XvS"	222	5	7491	2	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(~Y>S),pv~Y,XvS"	XvS	"(p>X)&(r>S),pvr"		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Sun Oct 11 15:45:06 EDT 2009	Sun Oct 11 15:48:46 EDT 2009	Sun Oct 11 15:48:48 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(~Y>X)&(r>S),~Yvr/XvS"	237	5	7492	15	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(p>X)&(r>S),pvr,XvS"	XvS	"(~Y>X)&(r>S),~Yvr"		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(r>S),~Yvr,XvS"	0	0	INST	Sun Oct 11 15:45:07 EDT 2009	Sun Oct 11 15:48:49 EDT 2009	Sun Oct 11 15:49:04 EDT 2009	7.67E+17
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(~Y>X)&(T>S),~YvT/XvS"	242	5	7493	5	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(r>S),~Yvr,XvS"	XvS	"(~Y>X)&(T>S),~YvT"		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(T>S),~YvT,XvS"	0	0	INST	Sun Oct 11 15:45:07 EDT 2009	Sun Oct 11 15:49:04 EDT 2009	Sun Oct 11 15:49:09 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	(T>S)&(~Y>X)	264	5	7494	22	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(T>S),~YvT,XvS"	null	Delete		"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(T>S),~YvT,XvS"	0	0	Del	Sun Oct 11 15:45:07 EDT 2009	Sun Oct 11 15:49:09 EDT 2009	Sun Oct 11 15:49:31 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"~Y>X,T>S/(~Y>X)&(T>S)"	286	5	7495	21	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(T>S),~YvT,XvS"	"~Y>X,T>S"	(~Y>X)&(T>S)	"~Y>X->(~Y>X)&(T>S),T>S->(~Y>X)&(T>S),"	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/(~Y>X)&(T>S),~YvT,XvS"	0	1	CONJ	Sun Oct 11 15:45:07 EDT 2009	Sun Oct 11 15:49:32 EDT 2009	Sun Oct 11 15:49:53 EDT 2009	7.67E+17
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/~W	124	5	2022	124	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	Z&~W	~W	"Z&~W->~W,"	"Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	SIMP	Thu Oct 01 20:21:07 EDT 2009	Thu Oct 01 20:21:07 EDT 2009	Thu Oct 01 20:23:11 EDT 2009	7.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/Z	142	5	2023	17	"Wv(T>S),Z&~W,Z>(~Y>X),~W,~YvT/XvS"	Z&~W	Z	"Z&~W->Z,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	SIMP	Thu Oct 01 20:21:13 EDT 2009	Thu Oct 01 20:23:18 EDT 2009	Thu Oct 01 20:23:35 EDT 2009	7.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Z>(~Y>X),Z/~Y>X"	181	5	2024	39	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	"Z>(~Y>X),Z"	~Y>X	"Z>(~Y>X)->~Y>X,Z->~Y>X,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	MP	Thu Oct 01 20:21:52 EDT 2009	Thu Oct 01 20:24:14 EDT 2009	Thu Oct 01 20:24:53 EDT 2009	7.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Wv(T>S),~W/T>S"	221	5	2025	39	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"Wv(T>S),~W"	T>S	"Wv(T>S)->T>S,~W->T>S,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	DS	Thu Oct 01 20:22:31 EDT 2009	Thu Oct 01 20:25:33 EDT 2009	Thu Oct 01 20:26:12 EDT 2009	7.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"~Y>X,T>S/(~Y>X)&(T>S)"	281	5	2026	60	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"~Y>X,T>S"	(~Y>X)&(T>S)	"~Y>X->(~Y>X)&(T>S),T>S->(~Y>X)&(T>S),"	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CONJ	Thu Oct 01 20:23:32 EDT 2009	Thu Oct 01 20:27:13 EDT 2009	Thu Oct 01 20:28:13 EDT 2009	7.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(~Y>X)&(T>S),~YvT/XvS"	363	5	2027	81	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(~Y>X)&(T>S),~YvT"	XvS	"(~Y>X)&(T>S)->XvS,~YvT->XvS,"	"(~Y>X)&(T>S),T>S,Wv(T>S),XvS,Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	1	CD	Thu Oct 01 20:24:54 EDT 2009	Thu Oct 01 20:29:36 EDT 2009	Thu Oct 01 20:30:57 EDT 2009	7.77E+15
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	XvS	279	5	14640	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	Constr	Sat Dec 05 00:08:24 EST 2009	Sat Dec 05 00:13:00 EST 2009	Sat Dec 05 00:13:03 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	p/XvS	302	5	14641	23	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	p/XvS	HS-ERROR		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	19	0	HS	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:13:04 EST 2009	Sat Dec 05 00:13:27 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	X/XvS	315	5	14643	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	X	"XvS->X,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	ADD	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:13:34 EST 2009	Sat Dec 05 00:13:40 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	S/XvS	5	5	14645	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	S	"XvS->S,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	0	0	ADD	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:08:28 EST 2009	Sat Dec 05 00:08:30 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"p>S,p/S"	20	5	14647	4	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	S	"p>S,p"	"S->p>S,p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	0	0	MP	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:08:41 EST 2009	Sat Dec 05 00:08:45 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"T>S,T/S"	26	5	14648	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	S	"T>S,T"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	0	0	INST	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:08:45 EST 2009	Sat Dec 05 00:08:51 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"pvT,~p/T"	42	5	14650	7	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	T	"pvT,~p"	"T->pvT,~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS,pvT,~p"	0	0	DS	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:09:00 EST 2009	Sat Dec 05 00:09:07 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"YvT,~Y/T"	60	5	14651	17	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS,pvT,~p"	T	"YvT,~Y"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS,YvT,~Y"	0	0	INST	Sat Dec 05 00:08:25 EST 2009	Sat Dec 05 00:09:08 EST 2009	Sat Dec 05 00:09:25 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	2	5	14653	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	Constr	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:28 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	X/XvS	6	5	14654	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	X	"XvS->X,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	ADD	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:29 EST 2009	Sat Dec 05 00:08:32 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	4	1	X/XvS	10	5	14656	5	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	X	"XvS->X,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	ADD	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:31 EST 2009	Sat Dec 05 00:08:36 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	5	1	S/XvS	4	5	14658	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	S	"XvS->S,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	0	0	ADD	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:28 EST 2009	Sat Dec 05 00:08:30 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	5	1	"p>S,p/S"	16	5	14660	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	S	"p>S,p"	"S->p>S,p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	0	0	MP	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:39 EST 2009	Sat Dec 05 00:08:42 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	5	1	"T>S,T/S"	23	5	14661	7	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	S	"T>S,T"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	0	0	INST	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:08:42 EST 2009	Sat Dec 05 00:08:49 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	5	1	"(T>S)vq,~q/T>S"	40	5	14663	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	T>S	"(T>S)vq,~q"	"T>S->(T>S)vq,~q,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(T>S)vq,~q,S,T>S,T,XvS"	0	0	DS	Sat Dec 05 00:08:26 EST 2009	Sat Dec 05 00:09:00 EST 2009	Sat Dec 05 00:09:06 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	S/XvS	5	5	14665	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	S	"XvS->S,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	0	0	ADD	Sat Dec 05 00:11:59 EST 2009	Sat Dec 05 00:12:02 EST 2009	Sat Dec 05 00:12:04 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	"p>S,p/S"	11	5	14667	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS"	S	"p>S,p"	"S->p>S,p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	0	0	MP	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:08 EST 2009	Sat Dec 05 00:12:11 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	"T>S,T/S"	14	5	14668	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,XvS,p>S,p"	S	"T>S,T"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	0	0	INST	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:11 EST 2009	Sat Dec 05 00:12:14 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	T>S	23	5	14670	4	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	0	0	Extr	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:19 EST 2009	Sat Dec 05 00:12:23 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	"pv(T>S),~p/T>S"	27	5	14671	4	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS"	T>S	"pv(T>S),~p"	"T>S->pv(T>S),~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS,pv(T>S),~p"	0	0	DS	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:23 EST 2009	Sat Dec 05 00:12:27 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	"Wv(T>S),~W/T>S"	45	5	14672	17	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,XvS,pv(T>S),~p"	T>S	"Wv(T>S),~W"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS"	0	0	INST	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:28 EST 2009	Sat Dec 05 00:12:45 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	~W	56	5	14674	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS"	0	0	Extr	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:53 EST 2009	Sat Dec 05 00:12:56 EST 2009	7773718769
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	p&~W/~W	60	5	14675	4	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS"	~W	p&~W	"~W->p&~W,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS,p&~W"	0	0	SIMP	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:56 EST 2009	Sat Dec 05 00:13:00 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	Z&~W/~W	74	5	14676	13	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS,p&~W"	~W	Z&~W		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS,Z&~W"	0	0	INST	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:13:01 EST 2009	Sat Dec 05 00:13:14 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	6	1	~Y	132	5	14678	45	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS,Z&~W"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,XvS,Z&~W"	0	0	INST	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:13:27 EST 2009	Sat Dec 05 00:14:12 EST 2009	7773718769
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	7	1	XvS	2	5	14679	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	INST	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:00 EST 2009	Sat Dec 05 00:12:02 EST 2009	7773718769
